timestamp(ms),ADXL_X,ADXL_Y,ADXL_Z,ADXL_T,LIS_X,LIS_Y,LIS_Z,LIS_T
1776664725,,,,,,,1.053,1.0601
1776664725,0.033783,-0.067028,0.989193,0.992037,0.111,0.034,1.057,1.0634
1776664725,0.032562,-0.068104,0.983898,0.98679,,,,
1776664725,,,,,0.111,0.044,1.055,1.0617
1776664725,0.032562,-0.068104,0.983898,0.98679,0.113,0.044,1.052,1.059
1776664725,0.033146,-0.069702,0.982258,0.985286,0.108,0.046,1.055,
1776664725,,,,,,,,1.0615
1776664725,0.035755,-0.070297,0.977692,0.980868,0.107,0.049,1.056,1.0625
1776664725,0.035755,-0.070297,0.977692,0.980868,,,,
1776664725,,,,,0.118,0.058,1.05,1.0582
1776664725,0.043236,-0.07349,0.967056,0.970808,0.138,0.073,1.047,1.0586
1776664725,0.039452,-0.073132,0.960949,0.964535,0.135,0.071,,
1776664725,,,,,,,1.039,1.0501
1776664725,0.039452,-0.073132,0.960949,0.964535,0.101,0.015,1.045,1.05
1776664725,0.03476,-0.074913,0.964558,0.968087,0.121,0.025,1.063,
1776664725,,,,,,,,1.0702
1776664725,0.032902,-0.071556,0.978634,0.981798,0.165,0.042,1.069,1.0825
1776664725,0.032902,-0.071556,0.978634,0.981798,0.182,0.037,1.077,
1776664725,,,,,,,,1.0929
1776664725,0.033741,-0.068172,0.982403,0.985343,0.188,0.027,1.077,1.0936
1776664725,0.033741,-0.068172,0.982403,,,,,
1776664725,,,,0.985343,0.19,0.035,1.082,1.0991
1776664725,0.040211,-0.067211,0.981224,0.984345,0.142,0.02,1.058,1.0677
1776664725,0.038109,-0.066429,0.982376,0.985357,0.089,0.016,,
1776664725,,,,,,,1.057,1.0609
1776664725,0.038109,-0.066429,0.982376,0.985357,0.128,0.032,1.079,1.087
1776664725,0.032005,-0.066521,0.978245,0.981026,0.097,0.034,1.04,
1776664725,,,,,,,,1.0451
1776664725,0.03614,-0.065025,0.979836,0.982656,0.143,0.044,1.057,1.0675
1776664725,0.03614,-0.065025,0.979836,0.982656,0.118,,,
1776664725,,,,,,0.021,1.054,1.0608
1776664725,0.041553,-0.069695,0.977089,0.980452,0.133,0.057,1.068,1.0778
1776664725,0.038486,-0.069809,0.976109,0.979358,,,,
1776664725,,,,,0.133,0.066,1.026,1.0367
1776664725,0.038486,,,,,,,
1776664725,,-0.069809,0.976109,0.979358,0.081,0.047,1.066,1.0701
1776664725,0.034702,-0.068893,,,,,,
1776664725,,,0.978653,0.981688,0.081,0.032,1.069,1.0725
1776664725,0.034702,-0.068893,0.978653,0.981688,,,,
1776664725,,,,,0.145,0.04,1.095,1.1053
1776664725,0.035732,-0.067783,,,,,,
1776664725,,,0.978386,0.981382,0.095,0.062,1.081,1.0869
1776664725,0.034485,,,,,,,
1776664725,,-0.066319,0.97982,0.982667,0.105,0.083,1.073,1.0813
1776664725,0.034485,-0.066319,,,,,,
1776664725,,,0.97982,0.982667,0.11,0.062,1.054,1.0615
1776664725,0.036057,-0.066921,0.979557,0.982502,0.106,0.067,1.067,
1776664725,,,,,,,,1.0743
1776664725,0.036449,-0.067722,0.979694,,,,,
1776664725,,,,0.982708,0.032,0.063,1.015,1.0175
1776664725,0.036449,-0.067722,0.979694,0.982708,0.026,0.003,1.041,
1776664725,,,,,,,,1.0413
1776664725,0.036213,-0.068836,0.977329,,,,,
1776664725,,,,0.980419,0,-0.019,1.038,1.0382
1776664725,0.036213,-0.068836,0.977329,0.980419,0.033,0.017,1.058,
1776664725,,,,,,,,1.0587
1776664725,0.032787,-0.06646,,,,,,
1776664725,,,0.97718,0.979987,0.041,0.02,1.067,1.068
1776664725,0.032585,-0.068665,0.978168,0.981117,0.047,,,
1776664725,,,,,,0.033,1.093,1.0945
1776664725,0.032585,-0.068665,0.978168,,,,,
1776664725,,,,0.981117,0.094,0.017,1.088,1.0922
1776664725,0.039829,-0.066647,0.975471,0.978556,0.064,-0.002,1.028,1.03
1776664725,0.043133,,,,,,,
1776664725,,-0.073944,0.971756,0.975519,0.025,0.013,1.038,1.0384
1776664725,0.043133,-0.073944,0.971756,0.975519,-0.008,0.012,1.063,1.0631
1776664725,0.023891,-0.057816,0.979687,,,,,
1776664725,,,,0.981682,0.021,0.009,1.099,1.0992
1776664725,-0.003242,-0.060188,0.980801,0.982651,0.056,0.015,1.068,1.0696
1776664725,-0.003242,-0.060188,0.980801,,,,,
1776664725,,,,0.982651,0.065,0.025,1.077,1.0792
1776664725,-0.009491,-0.062866,0.984383,0.986434,0.087,0.021,1.069,1.0727
1776664725,-0.009491,-0.062866,0.984383,0.986434,0.073,,,
1776664725,,,,,,0.037,1.08,1.0831
1776664725,0.01836,-0.078808,0.97776,0.981103,0.062,,,
1776664725,,,,,,0.03,1.076,1.0782
1776664725,0.046101,-0.068291,0.978195,,,,,
1776664725,,,,0.981659,0.069,0.023,1.038,1.0405
1776664725,0.046101,-0.068291,0.978195,0.981659,0.065,0.009,1.054,1.056
1776664725,0.087399,-0.070324,0.982113,0.988499,0.066,,,
1776664725,,,,,,0.008,1.076,1.0781
1776664725,0.106949,-0.083412,0.974766,0.984156,0.079,0.006,1.077,1.0799
1776664725,0.106949,-0.083412,0.974766,0.984156,0.077,0.014,,
1776664725,,,,,,,1.047,1.0499
1776664725,0.036709,-0.0709,0.977856,0.98111,0.077,0.02,1.064,1.067
1776664725,0.025311,-0.063198,,,,,,
1776664725,,,0.983456,0.985809,0.085,0.019,1.044,1.0476
1776664725,0.025311,-0.063198,0.983456,0.985809,0.079,0.022,1.054,
1776664725,,,,,,,,1.0572
1776664725,0.023117,-0.071709,0.978954,,,,,
1776664725,,,,0.981849,0.073,0.025,1.057,1.0598
1776664725,0.023117,-0.071709,0.978954,0.981849,0.077,0.022,1.04,1.0431
1776664725,0.016911,-0.077667,0.97855,0.981773,0.069,,,
1776664725,,,,,,0.023,1.033,1.0356
1776664725,0.026329,-0.070587,0.974174,0.977083,0.075,0.025,1.042,1.045
1776664725,0.026329,-0.070587,0.974174,0.977083,0.079,0.02,,
1776664725,,,,,,,1.033,1.0362
1776664725,0.074146,-0.058247,0.990444,0.994922,0.087,0.017,1.044,1.0478
1776664725,0.044353,-0.074944,0.976143,0.98002,0.089,,,
1776664725,,,,,,0.021,1.043,1.047
1776664725,0.044353,-0.074944,0.976143,0.98002,0.078,0.019,1.058,1.061
1776664725,0.027805,-0.070221,0.978565,0.981475,0.086,,,
1776664725,,,,,,0.024,1.055,1.0588
1776664725,0.027805,-0.070221,0.978565,0.981475,0.094,0.016,1.048,1.0523
1776664725,0.038712,-0.074181,0.979252,0.98282,0.094,,,
1776664725,,,,,,0.022,1.056,1.0604
1776664725,0.029125,-0.073128,0.976883,0.980049,0.098,0.032,1.024,1.0292
1776664725,0.029125,-0.073128,0.976883,0.980049,,,,
1776664725,,,,,0.087,0.037,1.039,1.0433
1776664725,0.027699,-0.074879,0.977356,0.980611,0.08,0.028,1.044,1.0474
1776664725,0.024284,-0.078041,0.976448,0.979863,0.095,,,
1776664725,,,,,,0.027,1.029,1.0337
1776664725,0.024284,-0.078041,0.976448,0.979863,0.092,0.026,1.046,1.0504
1776664725,0.062092,-0.059761,0.98019,0.983971,0.084,0.028,,
1776664725,,,,,,,1.052,1.0557
1776664725,0.072796,-0.064693,0.978886,0.983718,0.086,0.027,1.046,1.0499
1776664725,0.072796,-0.064693,0.978886,0.983718,0.082,0.028,,
1776664725,,,,,,,1.046,1.0496
1776664725,0.037888,-0.072536,0.976643,0.980065,0.079,0.029,1.027,1.0304
1776664725,0.037888,-0.072536,0.976643,,,,,
1776664725,,,,0.980065,0.086,0.028,1.043,1.0469
1776664725,0.022614,-0.060581,0.981239,0.983368,0.092,0.03,1.051,1.0554
1776664725,0.016243,-0.073322,0.979828,0.982702,,,,
1776664725,,,,,0.108,0.025,1.053,1.0588
1776664725,0.016243,-0.073322,0.979828,0.982702,0.103,0.029,1.056,1.0614
1776664725,0.011433,-0.076038,0.972382,0.975417,0.096,,,
1776664725,,,,,,0.034,1.035,1.04
1776664725,0.059727,-0.06414,0.982624,0.986525,0.084,0.034,1.054,1.0579
1776664725,0.059727,-0.06414,0.982624,,,,,
1776664725,,,,0.986525,0.086,0.031,1.052,1.056
1776664725,0.080181,-0.073124,0.979778,0.98577,0.094,0.036,1.053,1.0578
1776664725,0.035332,-0.076363,0.973007,0.976638,0.099,,,
1776664725,,,,,,0.032,1.025,1.0303
1776664726,0.035332,-0.076363,0.973007,0.976638,0.086,0.034,1.047,1.0511
1776664726,0.034447,-0.070976,,,,,,
1776664726,,,0.983826,0.986984,0.096,0.035,1.043,1.048
1776664726,0.034447,-0.070976,0.983826,0.986984,0.093,0.037,1.053,1.0577
1776664726,0.044804,-0.074486,0.975983,0.979846,0.087,,,
1776664726,,,,,,0.032,1.053,1.0571
1776664726,0.041214,-0.073097,0.976578,0.980177,0.097,0.034,1.036,1.0411
1776664726,0.041214,-0.073097,0.976578,0.980177,,,,
1776664726,,,,,0.098,0.031,1.053,1.058
1776664726,0.042049,-0.071331,0.973015,0.976532,0.11,0.038,1.039,1.0455
1776664726,0.042576,-0.075413,0.971092,,,,,
1776664726,,,,0.974946,0.1,0.038,1.05,1.0554
1776664726,0.042576,-0.075413,0.971092,0.974946,0.096,0.033,1.088,
1776664726,,,,,,,,1.0927
1776664726,0.033768,-0.071323,0.990276,0.993416,0.089,,,
1776664726,,,,,,0.032,1.064,1.0682
1776664726,0.033768,-0.071323,0.990276,0.993416,0.093,0.032,1.063,1.0675
1776664726,0.033134,-0.070248,0.982262,0.985328,0.108,0.031,,
1776664726,,,,,,,1.067,1.0729
1776664726,0.042522,-0.072704,0.979763,0.983377,0.102,0.029,1.066,1.0713
1776664726,0.042522,-0.072704,0.979763,0.983377,,,,
1776664726,,,,,0.096,0.033,1.092,1.0967
1776664726,0.03672,-0.075878,0.979084,0.982706,0.093,0.025,1.063,1.0674
1776664726,0.033085,-0.07592,0.965744,0.969288,0.087,0.035,,
1776664726,,,,,,,1.071,1.0751
1776664726,0.033085,-0.07592,0.965744,0.969288,0.076,0.043,1.037,1.0407
1776664726,0.026642,-0.076183,0.971489,0.974836,0.101,0.044,,
1776664726,,,,,,,1.02,1.0259
1776664726,0.045517,-0.075371,0.984848,0.988776,0.106,0.039,1.034,1.0402
1776664726,0.045517,-0.075371,0.984848,0.988776,,,,
1776664726,,,,,0.096,0.038,1.029,1.0342
1776664726,0.06255,-0.073891,0.976685,0.981471,0.118,0.034,1.033,1.0403
1776664726,0.06255,-0.073891,0.976685,0.981471,0.103,,,
1776664726,,,,,,0.03,1.03,1.0356
1776664726,0.044979,-0.076851,0.972145,0.976215,0.114,0.029,1.008,1.0148
1776664726,0.033405,-0.07061,0.977795,0.98091,0.106,0.03,,
1776664726,,,,,,,1.02,1.0259
1776664726,0.033405,-0.07061,0.977795,0.98091,0.093,0.037,1.05,1.0548
1776664726,0.043377,-0.075592,0.979202,0.983073,,,,
1776664726,,,,,0.098,0.04,1.047,1.0523
1776664726,0.044018,-0.076008,0.975471,0.979418,0.103,0.027,1.049,1.0544
1776664726,0.044018,-0.076008,0.975471,0.979418,0.104,0.039,,
1776664726,,,,,,,1.045,1.0509
1776664726,0.038147,-0.073898,0.976513,0.980048,0.118,0.033,1.035,1.0422
1776664726,0.038315,-0.073059,0.976574,0.980052,,,,
1776664726,,,,,0.104,0.034,1.061,1.0666
1776664726,0.038315,-0.073059,0.976574,0.980052,0.103,0.033,1.063,1.0685
1776664726,0.04163,-0.074238,0.978489,,,,,
1776664726,,,,0.982184,0.1,0.039,1.055,1.0604
1776664726,0.04163,-0.074238,0.978489,0.982184,0.095,0.034,1.07,1.0747
1776664726,0.043144,-0.074997,0.980228,0.984039,0.1,0.028,1.061,
1776664726,,,,,,,,1.0661
1776664726,0.040867,-0.075958,0.977383,0.981181,0.101,0.026,1.056,1.0611
1776664726,0.040867,-0.075958,0.977383,0.981181,0.099,0.028,1.033,1.0381
1776664726,0.038273,-0.074322,0.975498,0.979074,0.101,0.033,1.036,1.0414
1776664726,0.038521,-0.073524,0.978371,0.981885,0.108,0.033,,
1776664726,,,,,,,1.045,1.0511
1776664726,0.038521,-0.073524,0.978371,0.981885,0.101,0.04,1.044,1.0496
1776664726,0.041168,-0.074707,0.979004,0.982713,,,,
1776664726,,,,,0.101,0.036,1.059,1.0644
1776664726,0.041168,-0.074707,0.979004,0.982713,0.103,0.031,1.057,1.0625
1776664726,0.041962,-0.076767,0.977814,,,,,
1776664726,,,,0.98172,0.099,0.037,1.063,1.0682
1776664726,0.039597,-0.076874,0.976231,0.980053,0.103,0.039,1.044,1.0498
1776664726,0.039597,-0.076874,0.976231,0.980053,0.104,,,
1776664726,,,,,,0.041,1.054,1.0599
1776664726,0.040432,-0.077019,0.976231,0.980098,0.094,0.037,1.079,
1776664726,,,,,,,,1.0837
1776664726,0.042545,,,,,,,
1776664726,0.042545,-0.07658,0.977032,0.980951,0.086,0.037,1.078,1.0821
1776664726,,-0.07658,0.977032,0.980951,0.091,,,
1776664726,,,,,,0.03,1.072,1.0763
1776664726,0.041981,-0.076637,0.976105,0.980008,,,,
1776664726,0.042576,-0.076778,0.975372,0.979315,0.105,0.035,1.053,1.0582
1776664726,,,,,,,1.036,1.0419
1776664726,0.042576,-0.076778,0.975372,0.979315,0.101,0.037,1.037,
1776664726,,,,,,,,1.0426
1776664726,0.042664,-0.076019,0.975662,0.979549,0.11,0.04,1.027,
1776664726,,,,,,,,1.0336
1776664726,0.042664,,,,,,,
1776664726,,-0.076019,0.975662,0.979549,0.106,,,
1776664726,,,,,,0.033,1.043,1.0489
1776664726,0.041527,-0.075676,0.975716,0.979527,,,,
1776664726,,,,,0.103,0.039,1.03,1.0359
1776664726,0.041172,-0.075157,0.977386,0.981136,0.106,0.035,,
1776664726,,,,,,,1.03,1.036
1776664726,0.041172,-0.075157,0.977386,0.981136,0.115,0.03,,
1776664726,,,,,,,1.03,1.0368
1776664726,0.041294,-0.074738,0.97707,0.980794,0.113,0.038,,
1776664726,,,,,,,1.026,1.0329
1776664726,0.040012,-0.07539,0.976719,0.980441,0.104,0.038,1.041,
1776664726,,,,,,,,1.0469
1776664726,0.040012,,,,,,,
1776664726,,-0.07539,0.976719,0.980441,0.103,0.037,1.043,1.0487
1776664726,0.044209,-0.078449,0.977741,0.981879,0.101,0.038,,
1776664726,,,,,,,1.041,1.0466
1776664726,0.046852,-0.073555,,,,,,
1776664726,,,0.976093,0.979981,0.106,0.036,1.048,1.054
1776664726,0.046852,-0.073555,0.976093,0.979981,,,,
1776664726,,,,,0.106,0.04,1.037,1.0432
1776664726,0.03146,-0.075428,,,,,,
1776664726,,,0.979256,0.98266,0.107,0.038,1.038,1.0442
1776664726,0.03146,-0.075428,0.979256,0.98266,0.103,0.038,1.044,1.0498
1776664726,0.041512,-0.076153,,,,,,
1776664726,,,0.978909,0.982743,0.094,0.033,1.064,1.0687
1776664726,0.048012,-0.077557,0.974892,,,,,
1776664726,,,,0.97915,0.105,0.03,1.05,1.0557
1776664726,0.048012,-0.077557,,,,,,
1776664726,,,0.974892,0.97915,0.112,0.029,1.063,1.0693
1776664726,0.036079,-0.075447,0.979267,0.982832,,,,
1776664726,,,,,0.114,,,
1776664726,0.040073,-0.072498,0.977867,0.981369,0.106,0.036,1.052,1.0586
1776664726,0.040073,-0.072498,0.977867,0.981369,0.104,0.036,1.031,1.0369
1776664726,0.036388,-0.076202,,,,,,
1776664726,0.043846,-0.077812,0.977505,0.980306,0.101,0.035,1.054,1.0594
1776664726,,,,0.981577,0.104,0.038,1.052,1.0578
1776664726,0.043846,-0.077812,0.977505,,,,,
1776664726,0.051605,,,0.981577,0.103,0.036,1.046,1.0517
1776664726,,-0.079151,0.976368,0.980929,0.108,0.036,1.043,1.0492
1776664726,0.051605,-0.079151,0.976368,,,,,
1776664726,,,,0.980929,0.104,0.036,1.045,1.0508
1776664726,0.040558,-0.07534,0.977791,0.981527,0.101,0.039,1.038,
1776664726,,,,,,,,1.0436
1776664726,0.043983,-0.076424,0.978931,,,,,
1776664726,,,,0.982895,0.089,0.037,1.063,1.0674
1776664726,0.043983,-0.076424,0.978931,0.982895,0.097,0.035,1.059,1.064
1776664726,0.040501,-0.073658,0.974903,,,,,
1776664726,,,,0.97852,0.098,0.034,1.061,1.0661
1776664726,0.02047,-0.067741,0.980141,0.982692,0.117,0.032,1.042,1.049
1776664726,0.02047,-0.067741,0.980141,,,,,
1776664726,,,,0.982692,0.106,0.031,1.05,1.0558
1776664726,0.033043,-0.072174,0.980953,,,,,
1776664726,,,,0.98416,0.104,0.033,1.05,1.0557
1776664726,0.033043,,,,,,,
1776664726,,-0.072174,0.980953,0.98416,0.092,0.032,1.042,1.0465
1776664726,0.045174,-0.077122,0.976753,0.980834,0.094,0.024,1.063,1.0674
1776664726,0.038612,-0.073536,,,,,,
1776664726,,,0.978142,0.981662,0.096,0.034,1.065,1.0699
1776664726,0.038612,-0.073536,0.978142,0.981662,0.105,0.033,1.024,1.0299
1776664726,0.038475,-0.073078,0.979191,,,,,
1776664726,,,,0.982668,0.107,0.033,1.028,1.0341
1776664726,0.040508,-0.075413,0.976749,0.980493,0.11,0.037,1.028,1.0345
1776664726,0.040508,-0.075413,0.976749,0.980493,0.11,,,
1776664726,,,,,,0.033,1.025,1.0314
1776664726,0.040775,-0.074883,0.977238,0.98095,0.11,,,
1776664726,,,,,,0.032,1.023,1.0294
1776664726,0.041466,-0.075413,0.97802,0.981799,0.098,0.033,1.045,1.0501
1776664726,0.041466,-0.075413,0.97802,0.981799,0.108,0.04,1.056,
1776664726,0.040756,-0.076622,0.977283,,,,,1.0623
1776664726,,,,0.981129,0.091,0.032,1.057,1.0614
1776664726,0.040756,-0.076622,0.977283,0.981129,0.087,0.034,1.071,1.0751
1776664726,0.040253,-0.076965,0.977276,,,,,
1776664726,,,,0.981128,0.081,0.036,1.05,1.0537
1776664726,0.041237,-0.074821,,,,,,
1776664726,,,0.978382,0.982105,0.09,0.033,1.067,1.0713
1776664726,0.041237,-0.074821,0.978382,0.982105,,,,
1776664726,,,,,0.089,0.037,1.054,1.0584
1776664726,0.040249,-0.075504,0.976803,0.980543,0.095,0.035,,
1776664726,,,,,,,1.018,1.023
1776664726,0.040428,-0.076721,0.976868,,,,,
1776664726,,,,0.980709,0.105,0.035,1.043,1.0489
1776664726,0.040428,-0.076721,0.976868,0.980709,0.085,0.035,1.041,1.0451
1776664726,0.041718,-0.075516,0.976471,0.980275,0.097,,,
1776664726,,,,,,0.036,1.025,1.0302
1776664726,0.038891,-0.076859,0.976685,0.980476,0.114,0.029,1.031,
1776664726,,,,,,,,1.0377
1776664726,0.038891,-0.076859,,,,,,
1776664726,,,0.976685,,,,,
1776664726,,,,0.980476,0.111,0.03,1.036,1.0424
1776664726,0.038857,-0.075554,0.978271,,,,,
1776664726,0.038857,,,0.981954,0.12,0.033,1.048,1.0554
1776664726,,-0.075554,0.978271,0.981954,0.119,0.034,1.023,1.0305
1776664726,0.042599,-0.076508,0.976425,0.980344,0.103,0.04,1.058,1.0638
1776664726,0.040855,-0.077164,,,,,,
1776664726,,,0.979282,0.983167,0.101,0.032,1.06,1.0653
1776664726,0.040855,-0.077164,0.979282,0.983167,0.095,0.033,1.069,1.0737
1776664726,0.039215,-0.076557,0.976643,0.980423,,,,
1776664726,,,,,0.1,0.033,1.042,1.0473
1776664726,0.041691,-0.075836,0.976131,0.97996,0.114,0.035,1.023,1.0299
1776664726,0.041691,-0.075836,0.976131,0.97996,0.1,,,
1776664726,,,,,,0.038,1.054,1.0594
1776664726,0.040154,-0.075153,0.978535,0.982237,0.102,0.034,1.053,1.0585
1776664726,0.040154,-0.075153,0.978535,,,,,
1776664726,,,,0.982237,0.108,0.035,1.046,1.0521
1776664726,0.039124,-0.076939,0.977619,0.981422,0.102,0.028,1.061,1.0663
1776664726,0.041164,-0.077206,0.977833,0.981739,0.102,,,
1776664726,,,,,,0.028,1.052,1.0573
1776664726,0.041164,-0.077206,0.977833,0.981739,0.11,0.03,1.028,1.0343
1776664726,0.039104,-0.075848,0.979095,,,,,
1776664726,,,,0.982807,0.1,0.036,1.033,1.0385
1776664726,0.039421,-0.076023,0.977673,0.981416,0.113,0.039,,
1776664726,,,,,,,0.999,1.0061
1776664726,0.039421,-0.076023,0.977673,0.981416,,,,
1776664726,,,,,0.117,0.034,0.998,1.0054
1776664726,0.042225,-0.07621,0.977741,0.981615,0.114,0.036,1.014,1.021
1776664726,0.040325,-0.076134,0.977341,0.981131,0.099,,,
1776664726,,,,,,0.032,1.03,1.0352
1776664726,0.040325,-0.076134,0.977341,0.981131,0.089,0.027,1.049,1.0531
1776664726,0.039547,-0.076771,0.977623,0.98143,,,,
1776664726,,,,,0.097,0.027,1.067,1.0717
1776664726,0.039547,-0.076771,0.977623,0.98143,0.101,0.029,1.072,1.0771
1776664726,0.040657,-0.075848,0.978615,0.982391,0.103,0.033,,
1776664726,,,,,,,1.06,1.0655
1776664726,0.041771,-0.076939,0.978249,0.982158,0.091,0.036,1.048,1.0526
1776664726,0.041771,-0.076939,0.978249,0.982158,0.097,,,
1776664726,,,,,,0.038,1.053,1.0581
1776664726,0.04142,-0.076927,0.976875,0.980775,0.094,0.036,1.055,1.0598
1776664726,0.040478,-0.076698,0.976887,0.980729,0.095,0.024,,
1776664726,,,,,,,1.08,1.0844
1776664726,0.040478,-0.076698,0.976887,0.980729,0.106,0.026,1.06,1.0656
1776664726,0.040791,-0.077454,0.977215,0.981128,0.116,,,
1776664726,,,,,,0.021,1.058,1.0645
1776664726,0.041237,-0.077839,0.978077,0.982036,0.121,0.025,1.051,1.0582
1776664726,0.041237,-0.077839,0.978077,0.982036,0.114,,,
1776664726,,,,,,0.035,1.035,1.0418
1776664726,0.040699,-0.079094,0.977093,0.981133,0.094,0.043,1.03,1.0352
1776664726,0.040699,-0.079094,0.977093,,,,,
1776664726,,,,0.981133,0.094,0.037,1.032,1.0369
1776664726,0.041786,-0.079636,0.977631,0.981758,0.106,0.043,1.001,1.0075
1776664726,0.040951,-0.079453,0.976593,0.980675,0.093,,,
1776664726,,,,,,0.034,1.035,1.0397
1776664726,0.040951,-0.079453,0.976593,0.980675,0.097,0.034,1.04,1.0451
1776664726,0.040337,-0.079445,0.976109,0.980167,0.086,0.034,,
1776664726,,,,,,,1.079,1.083
1776664726,0.041325,-0.077991,0.975906,0.97989,0.095,0.033,1.051,1.0558
1776664726,0.041325,-0.077991,0.975906,0.97989,0.097,,,
1776664726,,,,,,0.033,1.044,1.049
1776664726,0.041046,-0.079487,0.975716,0.979808,0.104,0.03,1.027,1.0327
1776664726,0.041046,-0.079487,,,,,,
1776664726,,,0.975716,0.979808,0.09,0.032,1.047,1.0513
1776664726,0.041328,-0.07954,0.975964,0.980071,0.1,0.034,1.045,1.0503
1776664726,0.041561,-0.078785,0.975964,,,,,
1776664726,,,,0.98002,0.089,0.034,1.065,1.0693
1776664726,0.041561,-0.078785,0.975964,0.98002,0.093,0.029,1.059,1.0635
1776664726,0.040848,-0.077805,0.976429,0.980375,,,,
1776664726,,,,,0.1,0.024,1.067,1.0719
1776664726,0.04134,-0.077534,0.9767,0.980644,0.091,0.029,1.069,1.0733
1776664726,0.04134,-0.077534,0.9767,0.980644,,,,
1776664726,,,,,0.101,0.029,1.052,1.0572
1776664726,0.04274,-0.07848,0.975948,0.980031,0.11,0.031,1.033,1.0393
1776664726,0.041134,-0.07832,0.976234,0.980234,0.1,,,
1776664726,,,,,,0.04,1.029,1.0346
1776664726,0.041134,-0.07832,0.976234,0.980234,0.11,0.029,1.027,1.0333
1776664726,0.039207,-0.077492,0.976139,0.979995,0.106,,,
1776664726,,,,,,0.034,1.029,1.035
1776664726,0.039207,-0.077492,0.976139,0.979995,0.099,0.03,1.04,1.0451
1776664726,0.041721,-0.077442,0.977222,0.981174,,,,
1776664726,,,,,0.113,0.032,1.033,1.0397
1776664726,0.040623,-0.077019,0.978554,0.98242,0.098,0.031,1.039,1.0441
1776664726,0.040623,-0.077019,0.978554,,,,,
1776664726,,,,0.98242,0.098,0.039,1.047,1.0523
1776664726,0.038963,-0.077168,0.979698,0.983505,0.105,0.031,1.032,1.0378
1776664726,0.040512,-0.076809,0.978897,0.982741,,,,
1776664726,,,,,0.091,0.03,1.033,1.0374
1776664726,0.040512,-0.076809,0.978897,0.982741,0.082,0.032,1.041,1.0447
1776664726,0.040455,-0.076775,0.97784,0.981684,0.077,0.029,,
1776664726,,,,,,,1.045,1.0482
1776664726,0.040077,-0.076118,0.976978,0.980758,0.081,0.023,1.039,1.0424
1776664726,0.040077,-0.076118,0.976978,0.980758,0.075,0.03,1.032,
1776664726,,,,,,,,1.0352
1776664726,0.039391,-0.077068,0.97776,0.981584,0.06,0.02,1.031,1.0329
1776664726,0.039391,-0.077068,0.97776,0.981584,0.122,0.023,,
1776664726,,,,,,,1.065,1.0722
1776664726,0.039604,-0.077522,0.97781,0.981677,0.156,0.034,1.051,1.0631
1776664726,0.041508,-0.076347,0.978035,0.981888,0.132,,,
1776664726,,,,,,0.032,1.079,1.0875
1776664726,0.041508,-0.076347,0.978035,0.981888,0.107,0.034,1.078,
1776664726,,,,,,,,1.0838
1776664726,0.041996,-0.077209,,,,,,
1776664726,,,0.977352,0.981296,0.125,0.027,1.046,1.0538
1776664726,0.041447,-0.075481,0.976833,0.980622,0.12,0.029,1.037,1.0443
1776664726,0.041447,-0.075481,0.976833,0.980622,0.113,,,
1776664726,,,,,,0.03,0.994,1.0009
1776664726,0.04015,-0.075626,0.976547,0.980294,0.101,0.029,1.026,1.0314
1776664726,0.04015,-0.075626,0.976547,0.980294,,,,
1776664726,,,,,0.088,0.032,1.027,1.0313
1776664726,0.040138,-0.078266,0.977264,0.981215,0.075,0.031,1.022,1.0252
1776664726,0.042389,-0.083664,0.976528,0.981022,0.003,0.027,,
1776664726,,,,,,,0.996,0.9964
1776664726,0.042389,-0.083664,0.976528,0.981022,0.049,0.012,1.001,1.0023
1776664726,0.041039,-0.083317,0.977081,0.981485,,,,
1776664726,,,,,0.159,0.039,1.029,1.0419
1776664726,0.04055,-0.081661,0.977184,0.981429,0.142,0.026,1.019,1.0292
1776664726,0.04055,-0.081661,0.977184,0.981429,,,,
1776664726,,,,,0.119,0.019,1.066,1.0728
1776664726,0.044502,-0.083752,0.976292,0.980887,0.096,0.016,1.025,1.0296
1776664726,0.042526,-0.082989,0.975536,0.979983,0.041,0.003,,
1776664726,,,,,,,1.009,1.0098
1776664726,0.042526,-0.082989,0.975536,0.979983,0.058,0.037,1.032,1.0343
1776664726,0.041195,-0.081654,0.976578,0.980851,0.103,0.039,,
1776664726,,,,,,,1.022,1.0279
1776664726,0.041195,-0.081654,0.976578,0.980851,0.128,0.038,1.047,1.0555
1776664726,0.03809,-0.077587,0.977642,0.981455,,,,
1776664726,,,,,0.143,0.037,1.041,1.0514
1776664726,0.040394,-0.0783,0.976833,0.980799,0.135,0.031,1.027,1.0363
1776664726,0.040394,-0.0783,0.976833,0.980799,0.103,,,
1776664726,,,,,,0.038,1.025,1.0309
1776664726,0.044575,-0.080887,0.976116,0.980476,0.101,0.025,1.022,1.0273
1776664726,0.041153,-0.079235,0.9771,0.981171,0.086,0.03,,
1776664726,,,,,,,1.045,1.049
1776664726,0.041153,-0.079235,0.9771,0.981171,0.088,0.029,1.022,1.0262
1776664726,0.040493,-0.078648,0.977951,0.981944,,,,
1776664726,,,,,0.102,0.032,0.981,0.9868
1776664726,0.042149,-0.07954,0.977543,0.981679,0.104,0.038,0.994,1.0001
1776664726,0.042149,-0.07954,0.977543,0.981679,,,,
1776664726,,,,,0.114,0.042,0.98,0.9875
